miRNA 1B 2B 3B 4B 5B 6B 7B 8B 9B 10B 11B 12B 13B 14B 15B 16B 17B 18B 19B 20B 21B 22B 23B 24B 25B 26B 27B 28B 29B 30B 31B 32B 33B 34B 35B 36B 37B 38B 39B 40B 41B 42B 43B 44B 45B 46B 47B 48B 49B 50B 51B 52B 53B 54B 55B 56B 57B 58B 59B 60B 61B 62B 63B 64B 65B 66B 67B 68B 69B 70B
hsa-miR-1973 2.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4473 11.00 1.00 0.00 0.00 4.00 0.00 0.00 3.00 2.00 1.00 1.00 2.00 2.00 0.00 0.00 3.00 1.00 0.00 0.00 2.00 0.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 3.00 1.00 3.00 2.00 4.00 0.00 1.00 3.00 1.00 0.00 3.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6786-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-888-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3129-3p 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6866-5p 31.00 6.00 27.00 21.00 10.00 15.00 6.00 11.00 15.00 15.00 17.00 8.00 8.00 4.00 5.00 19.00 14.00 5.00 4.00 8.00 0.00 0.00 2.00 5.00 8.00 14.00 0.00 4.00 4.00 7.00 8.00 5.00 8.00 5.00 8.00 8.00 20.00 8.00 8.00 23.00 27.00 12.00 4.00 25.00 11.00 17.00 12.00 7.00 0.00 6.00 16.00 13.00 3.00 16.00 16.00 5.00 1.00 3.00 4.00 2.00 16.00 6.00 2.00 1.00 28.00 9.00 61.00 0.00 46.00 0.00
hsa-miR-6888-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-107 32514.00 8138.00 8530.00 10844.00 11590.00 23520.00 16482.00 25955.00 16667.00 8182.00 6459.00 5883.00 41336.00 9771.00 2703.00 12624.00 6034.00 2807.00 1496.00 1653.00 759.00 2811.00 1936.00 5199.00 3100.00 8898.00 3136.00 814.00 2322.00 6851.00 26318.00 8916.00 7082.00 28718.00 24012.00 11473.00 13584.00 43811.00 4328.00 12223.00 8982.00 3759.00 2644.00 10762.00 7123.00 10565.00 10928.00 4594.00 1887.00 3931.00 8839.00 4166.00 3516.00 26611.00 3840.00 4012.00 7149.00 7809.00 3671.00 3071.00 9707.00 5030.00 22941.00 4114.00 5379.00 34840.00 10326.00 3303.00 2997.00 1141.00
hsa-miR-5003-5p 2.00 0.00 0.00 0.00 1.00 0.00 4.00 0.00 0.00 1.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4804-5p 4.00 2.00 4.00 21.00 8.00 6.00 4.00 12.00 11.00 13.00 15.00 2.00 17.00 0.00 0.00 8.00 3.00 0.00 0.00 1.00 1.00 0.00 0.00 4.00 6.00 5.00 1.00 0.00 1.00 10.00 9.00 1.00 0.00 8.00 13.00 11.00 8.00 7.00 1.00 4.00 10.00 0.00 4.00 8.00 5.00 10.00 4.00 4.00 1.00 4.00 3.00 1.00 5.00 20.00 6.00 2.00 2.00 1.00 0.00 0.00 2.00 0.00 10.00 0.00 4.00 7.00 0.00 0.00 38.00 0.00
hsa-miR-300 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3678-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 3.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6507-5p 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 32.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6873-3p 11.00 4.00 2.00 11.00 8.00 3.00 9.00 7.00 12.00 8.00 8.00 12.00 12.00 0.00 10.00 4.00 5.00 3.00 0.00 4.00 3.00 0.00 0.00 2.00 3.00 4.00 7.00 3.00 5.00 4.00 2.00 3.00 5.00 2.00 7.00 9.00 11.00 0.00 5.00 3.00 11.00 1.00 9.00 13.00 6.00 14.00 0.00 4.00 2.00 3.00 5.00 7.00 1.00 1.00 7.00 2.00 2.00 15.00 0.00 0.00 4.00 12.00 3.00 0.00 5.00 8.00 0.00 63.00 25.00 0.00
hsa-miR-4733-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3156-3p 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
hsa-miR-4775 38.00 15.00 7.00 9.00 4.00 13.00 15.00 4.00 6.00 7.00 3.00 5.00 23.00 9.00 3.00 18.00 26.00 5.00 1.00 0.00 4.00 3.00 1.00 5.00 7.00 13.00 2.00 0.00 0.00 5.00 11.00 13.00 8.00 9.00 12.00 3.00 11.00 12.00 8.00 18.00 15.00 4.00 4.00 18.00 16.00 6.00 17.00 5.00 7.00 6.00 16.00 5.00 2.00 6.00 2.00 2.00 6.00 2.00 2.00 6.00 9.00 8.00 8.00 5.00 17.00 34.00 19.00 35.00 19.00 0.00
hsa-miR-4671-3p 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4658 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 3.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-933 9.00 2.00 15.00 8.00 9.00 10.00 4.00 1.00 10.00 13.00 7.00 1.00 3.00 2.00 4.00 5.00 4.00 1.00 0.00 1.00 0.00 0.00 0.00 10.00 1.00 6.00 2.00 0.00 5.00 5.00 8.00 0.00 1.00 3.00 6.00 4.00 10.00 8.00 3.00 8.00 11.00 0.00 1.00 11.00 10.00 3.00 7.00 1.00 4.00 7.00 3.00 1.00 0.00 10.00 3.00 4.00 7.00 4.00 0.00 0.00 5.00 5.00 5.00 5.00 0.00 4.00 29.00 0.00 0.00 0.00
hsa-miR-7845-5p 0.00 0.00 2.00 3.00 5.00 1.00 0.00 0.00 1.00 2.00 3.00 1.00 2.00 1.00 0.00 1.00 1.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 2.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 1.00 1.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-518c-3p 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3940-3p 37.00 6.00 6.00 25.00 102.00 17.00 43.00 46.00 22.00 24.00 13.00 24.00 26.00 14.00 10.00 29.00 3.00 2.00 0.00 3.00 0.00 1.00 10.00 8.00 5.00 7.00 10.00 2.00 6.00 5.00 7.00 4.00 9.00 44.00 50.00 48.00 12.00 62.00 7.00 11.00 10.00 6.00 5.00 12.00 0.00 11.00 6.00 12.00 4.00 7.00 5.00 8.00 10.00 19.00 10.00 5.00 13.00 9.00 3.00 7.00 10.00 13.00 25.00 2.00 1.00 97.00 78.00 0.00 63.00 0.00
hsa-miR-4666a-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-218-2-3p 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6742-3p 2.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 4.00 0.00 1.00 1.00 3.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 2.00 0.00 2.00 0.00 0.00 3.00 0.00 2.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-513c-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-212-5p 12.00 3.00 7.00 10.00 9.00 8.00 3.00 6.00 7.00 9.00 30.00 4.00 11.00 2.00 5.00 20.00 7.00 0.00 0.00 3.00 1.00 0.00 1.00 3.00 9.00 5.00 0.00 1.00 1.00 9.00 5.00 4.00 1.00 2.00 6.00 3.00 6.00 6.00 7.00 11.00 16.00 0.00 6.00 7.00 14.00 2.00 14.00 4.00 3.00 9.00 10.00 4.00 1.00 2.00 5.00 3.00 2.00 5.00 0.00 0.00 9.00 5.00 4.00 0.00 38.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-519b-5p 0 0 0 0 1 0 1 0 12 38 0 0 2 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 6 1 6 0 0 2 0 1 0 0 0 7 0 1 1 0 0 0 0 0 0 0 0 0 0 17 0
hsa-miR-889-3p 628.00 219.00 374.00 665.00 248.00 153.00 86.00 213.00 698.00 103.00 339.00 117.00 166.00 91.00 101.00 437.00 230.00 51.00 19.00 158.00 18.00 28.00 18.00 147.00 23.00 388.00 51.00 65.00 124.00 207.00 17.00 47.00 206.00 8.00 127.00 48.00 974.00 54.00 344.00 454.00 414.00 28.00 67.00 826.00 131.00 286.00 584.00 50.00 225.00 524.00 389.00 367.00 53.00 37.00 118.00 79.00 116.00 54.00 62.00 24.00 176.00 187.00 27.00 17.00 2188.00 602.00 278.00 487.00 606.00 122.00
hsa-miR-6796-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-2054 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6732-3p 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 8.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-15a-3p 26.00 13.00 14.00 8.00 6.00 6.00 7.00 20.00 5.00 8.00 4.00 2.00 21.00 7.00 0.00 6.00 8.00 1.00 0.00 0.00 0.00 0.00 1.00 5.00 0.00 11.00 0.00 0.00 2.00 3.00 10.00 9.00 7.00 2.00 24.00 7.00 20.00 17.00 3.00 15.00 12.00 7.00 0.00 14.00 9.00 3.00 14.00 1.00 6.00 7.00 11.00 5.00 6.00 9.00 6.00 4.00 8.00 3.00 11.00 0.00 5.00 6.00 8.00 2.00 25.00 6.00 20.00 0.00 0.00 0.00
hsa-miR-6790-5p 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3614-3p 5.00 0.00 2.00 2.00 3.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 3.00 2.00 1.00 3.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 3.00 1.00 0.00 0.00 0.00 0.00 2.00 1.00 1.00 1.00 1.00 0.00 6.00 6.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-574-5p 158.00 31.00 119.00 297.00 102.00 74.00 102.00 65.00 95.00 256.00 89.00 45.00 170.00 86.00 29.00 212.00 63.00 32.00 10.00 31.00 9.00 17.00 10.00 54.00 40.00 131.00 17.00 8.00 22.00 49.00 66.00 80.00 67.00 47.00 102.00 101.00 190.00 66.00 289.00 362.00 243.00 36.00 93.00 322.00 366.00 208.00 62.00 77.00 43.00 158.00 177.00 122.00 30.00 76.00 74.00 98.00 61.00 35.00 37.00 30.00 80.00 94.00 59.00 21.00 224.00 180.00 127.00 67.00 100.00 0.00
hsa-miR-33a-3p 6.00 0.00 6.00 2.00 2.00 2.00 8.00 1.00 1.00 2.00 5.00 3.00 5.00 3.00 2.00 0.00 5.00 6.00 0.00 0.00 5.00 0.00 0.00 3.00 0.00 0.00 6.00 0.00 3.00 0.00 5.00 2.00 6.00 0.00 7.00 3.00 10.00 2.00 7.00 14.00 4.00 0.00 0.00 21.00 23.00 7.00 13.00 3.00 4.00 6.00 3.00 5.00 1.00 2.00 1.00 3.00 2.00 6.00 0.00 0.00 4.00 2.00 2.00 0.00 6.00 17.00 19.00 0.00 0.00 0.00
hsa-miR-1909-5p 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 2.00 1.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 1.00 3.00 0.00 1.00 2.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 0.00 0.00 0.00
hsa-miR-548g-3p 2 2 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
hsa-miR-1226-5p 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5580-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4657 3.00 1.00 3.00 5.00 1.00 2.00 0.00 3.00 3.00 5.00 2.00 0.00 1.00 3.00 1.00 2.00 0.00 2.00 0.00 2.00 0.00 0.00 0.00 1.00 2.00 2.00 5.00 0.00 0.00 1.00 0.00 3.00 2.00 1.00 0.00 3.00 1.00 0.00 4.00 0.00 1.00 0.00 0.00 6.00 3.00 0.00 0.00 0.00 1.00 3.00 3.00 1.00 0.00 2.00 2.00 1.00 4.00 2.00 0.00 0.00 4.00 0.00 6.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3610 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4767 7.00 5.00 6.00 7.00 0.00 3.00 8.00 3.00 5.00 5.00 10.00 5.00 0.00 7.00 1.00 12.00 6.00 0.00 0.00 2.00 0.00 2.00 0.00 2.00 1.00 3.00 0.00 0.00 5.00 1.00 1.00 6.00 3.00 1.00 1.00 0.00 9.00 4.00 24.00 8.00 11.00 3.00 5.00 11.00 4.00 9.00 2.00 0.00 8.00 6.00 9.00 6.00 0.00 0.00 7.00 6.00 2.00 0.00 0.00 0.00 0.00 4.00 1.00 3.00 17.00 7.00 0.00 0.00 0.00 0.00
hsa-miR-296-3p 13.00 9.00 16.00 13.00 10.00 11.00 8.00 5.00 2.00 20.00 10.00 5.00 12.00 7.00 8.00 12.00 5.00 9.00 0.00 8.00 2.00 6.00 4.00 14.00 5.00 11.00 2.00 0.00 2.00 21.00 1.00 5.00 7.00 4.00 14.00 5.00 13.00 15.00 11.00 35.00 11.00 5.00 12.00 16.00 13.00 17.00 5.00 9.00 8.00 8.00 12.00 19.00 0.00 8.00 7.00 13.00 7.00 10.00 27.00 7.00 14.00 6.00 2.00 1.00 21.00 1.00 13.00 0.00 18.00 0.00
hsa-miR-655-5p 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-7160-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
