miRNA 1A 2A 3A 4A 5A 6A 7A 8A 9A 10A 11A 12A 13A 14A 15A 16A 17A 18A 19A 20A 21A 22A 23A 24A 25A 26A 27A 28A 29A 30A 31A 32A 33A 34A 35A 36A 37A 38A 39A 40A 41A 42A 43A 44A 45A 46A 47A 48A 49A 50A 51A 52A 53A 54A 55A 56A 57A 58A 59A 60A 61A 62A 63A 64A 65A 66A 67A 68A 69A 70A
hsa-let-7e-5p 2215.00 378.00 695.00 11437.00 5555.00 8487.00 930.00 5650.00 12158.00 9789.00 9058.00 2551.00 3672.00 1072.00 9734.00 7534.00 1970.00 5967.00 1537.00 6986.00 1475.00 1279.00 1327.00 4095.00 1663.00 2961.00 927.00 2248.00 2918.00 4696.00 992.00 5763.00 8833.00 5299.00 3992.00 5440.00 2643.00 4105.00 2346.00 1646.00 4487.00 8200.00 16373.00 4976.00 10675.00 3344.00 9577.00 2125.00 841.00 5072.00 4729.00 4860.00 718.00 1552.00 5419.00 5647.00 6988.00 3295.00 799.00 559.00 3050.00 2946.00 1079.00 1913.00 6327.00 2344.00 4696.00 9261.00 3067.00 4798.00
hsa-miR-4510 0.00 0.00 0.00 4.00 1.00 1.00 0.00 2.00 3.00 2.00 1.00 2.00 2.00 1.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 1.00 1.00 1.00 0.00 1.00 1.00 0.00 1.00 0.00 2.00 1.00 0.00 3.00 0.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 2.00 1.00 0.00 1.00 2.00 2.00 0.00 0.00 3.00
hsa-miR-4301 8.00 2.00 12.00 15.00 18.00 5.00 4.00 8.00 14.00 18.00 8.00 6.00 11.00 4.00 27.00 30.00 1.00 0.00 1.00 0.00 0.00 2.00 0.00 4.00 2.00 11.00 1.00 0.00 4.00 5.00 16.00 8.00 9.00 16.00 3.00 5.00 4.00 2.00 4.00 7.00 6.00 5.00 6.00 13.00 4.00 15.00 4.00 5.00 6.00 2.00 5.00 2.00 1.00 4.00 2.00 4.00 3.00 6.00 0.00 6.00 6.00 3.00 0.00 0.00 9.00 15.00 0.00 0.00 0.00 23.00
hsa-miR-4708-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-8088 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1227-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5189-5p 16.00 0.00 4.00 59.00 58.00 31.00 7.00 34.00 32.00 41.00 44.00 7.00 26.00 32.00 47.00 57.00 19.00 18.00 10.00 38.00 5.00 6.00 17.00 44.00 22.00 40.00 8.00 11.00 52.00 17.00 1.00 28.00 24.00 14.00 25.00 25.00 24.00 11.00 11.00 37.00 54.00 55.00 51.00 35.00 32.00 7.00 32.00 17.00 8.00 44.00 17.00 31.00 6.00 11.00 25.00 13.00 39.00 29.00 3.00 5.00 10.00 19.00 3.00 15.00 12.00 29.00 136.00 127.00 119.00 0.00
hsa-let-7f-1-3p 26.00 0.00 4.00 71.00 150.00 133.00 7.00 22.00 34.00 74.00 97.00 77.00 105.00 48.00 75.00 66.00 5.00 42.00 5.00 14.00 2.00 5.00 18.00 46.00 18.00 18.00 18.00 17.00 22.00 24.00 19.00 43.00 21.00 35.00 105.00 127.00 29.00 141.00 18.00 41.00 32.00 62.00 63.00 14.00 54.00 18.00 12.00 45.00 6.00 36.00 16.00 19.00 11.00 11.00 25.00 71.00 34.00 10.00 6.00 1.00 26.00 26.00 207.00 11.00 117.00 0.00 36.00 309.00 0.00 165.00
hsa-miR-8063 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-760 232.00 7.00 9.00 548.00 751.00 321.00 93.00 453.00 367.00 452.00 276.00 58.00 119.00 40.00 746.00 162.00 119.00 293.00 104.00 181.00 22.00 74.00 107.00 298.00 102.00 241.00 70.00 102.00 226.00 271.00 31.00 94.00 236.00 105.00 45.00 50.00 27.00 61.00 60.00 63.00 286.00 207.00 196.00 287.00 189.00 143.00 177.00 21.00 36.00 97.00 226.00 197.00 13.00 133.00 171.00 188.00 157.00 228.00 34.00 12.00 40.00 62.00 4.00 98.00 241.00 456.00 1661.00 1350.00 797.00 919.00
hsa-miR-583 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-let-7c-3p 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 1.00 4.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 2.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-203b-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-611 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1296-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4724-5p 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4703-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4700-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4287 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6843-3p 1.00 0.00 0.00 7.00 14.00 2.00 0.00 1.00 5.00 5.00 9.00 0.00 2.00 4.00 10.00 14.00 1.00 1.00 1.00 7.00 1.00 1.00 0.00 4.00 0.00 13.00 0.00 0.00 3.00 2.00 0.00 2.00 5.00 4.00 8.00 7.00 0.00 1.00 2.00 2.00 6.00 9.00 14.00 1.00 1.00 2.00 8.00 1.00 4.00 3.00 1.00 0.00 0.00 3.00 1.00 5.00 4.00 6.00 0.00 0.00 4.00 7.00 0.00 0.00 7.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3929 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-631 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-7846-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3921 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6737-3p 0.00 0.00 0.00 0.00 3.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-125b-1-3p 1.00 0.00 0.00 2.00 4.00 5.00 5.00 0.00 3.00 1.00 5.00 0.00 0.00 0.00 0.00 7.00 1.00 2.00 0.00 1.00 0.00 1.00 3.00 2.00 1.00 3.00 0.00 2.00 1.00 1.00 3.00 1.00 0.00 2.00 0.00 2.00 1.00 11.00 3.00 9.00 5.00 2.00 1.00 3.00 4.00 0.00 1.00 5.00 0.00 2.00 1.00 0.00 2.00 1.00 0.00 0.00 3.00 1.00 0.00 0.00 4.00 5.00 7.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4774-5p 0.00 0.00 0.00 3.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 2.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 32.00
hsa-miR-4435 34 0 4 74 130 120 2 54 66 66 114 10 56 38 46 88 26 42 16 54 14 20 12 116 30 52 18 24 34 18 30 38 34 20 46 46 36 12 10 62 38 44 102 64 50 20 42 26 12 36 22 38 12 16 26 62 34 38 4 6 22 32 6 28 26 30 78 182 0 58
hsa-miR-6798-3p 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 4.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4266 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1910-5p 0.00 0.00 2.00 0.00 4.00 1.00 0.00 0.00 0.00 3.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 6.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4769-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548ab 0.00 0.00 3.00 2.00 5.00 17.00 0.00 1.00 0.00 8.00 2.00 15.00 15.00 0.00 3.00 5.00 0.00 2.00 3.00 3.00 1.00 1.00 1.00 9.00 0.00 0.00 0.00 4.00 0.00 0.00 4.00 7.00 1.00 6.00 6.00 9.00 10.00 6.00 7.00 3.00 0.00 2.00 1.00 0.00 9.00 1.00 0.00 3.00 1.00 9.00 0.00 1.00 4.00 0.00 2.00 4.00 0.00 1.00 0.00 1.00 2.00 7.00 10.00 4.00 10.00 15.00 0.00 0.00 0.00 37.00
hsa-miR-181a-3p 254.00 29.00 43.00 913.00 1079.00 744.00 81.00 348.00 616.00 1230.00 608.00 203.00 754.00 583.00 508.00 848.00 153.00 567.00 76.00 198.00 116.00 77.00 197.00 884.00 122.00 198.00 63.00 94.00 260.00 206.00 48.00 469.00 220.00 287.00 1015.00 1234.00 278.00 313.00 173.00 210.00 1001.00 1099.00 902.00 282.00 880.00 328.00 196.00 211.00 110.00 383.00 260.00 210.00 67.00 117.00 511.00 1090.00 378.00 458.00 63.00 89.00 231.00 334.00 117.00 96.00 451.00 171.00 656.00 1229.00 514.00 330.00
hsa-miR-664a-5p 1131.00 42.00 137.00 3002.00 3165.00 2172.00 245.00 1649.00 1650.00 1905.00 2082.00 530.00 917.00 662.00 2059.00 1628.00 501.00 1601.00 545.00 1397.00 273.00 336.00 398.00 1276.00 342.00 854.00 270.00 433.00 929.00 908.00 224.00 1114.00 829.00 939.00 794.00 950.00 553.00 565.00 506.00 564.00 1433.00 1784.00 1575.00 894.00 1182.00 617.00 926.00 469.00 176.00 995.00 888.00 703.00 106.00 365.00 747.00 1221.00 959.00 1156.00 146.00 107.00 451.00 743.00 271.00 388.00 3529.00 1419.00 8204.00 8037.00 4863.00 5233.00
hsa-miR-12132 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4279 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-466 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-9899 0.00 0.00 0.00 3.00 0.00 0.00 0.00 3.00 2.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 6.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-219b-3p 0.00 0.00 0.00 1.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 1.00 5.00 0.00 1.00 4.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 3.00 2.00 0.00 3.00 13.00 0.00 0.00 2.00 0.00 0.00 1.00 2.00 3.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 1.00 0.00 1.00 2.00 0.00 4.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4425 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-16-2-3p 74.00 19.00 231.00 163.00 432.00 406.00 39.00 72.00 127.00 144.00 191.00 1318.00 1510.00 544.00 132.00 657.00 34.00 125.00 28.00 59.00 30.00 50.00 40.00 177.00 54.00 88.00 52.00 41.00 85.00 72.00 288.00 528.00 123.00 330.00 1238.00 1167.00 684.00 2097.00 536.00 674.00 177.00 215.00 188.00 83.00 240.00 97.00 165.00 692.00 63.00 253.00 103.00 92.00 25.00 77.00 127.00 325.00 226.00 75.00 50.00 36.00 283.00 366.00 1918.00 33.00 630.00 37.00 61.00 270.00 90.00 108.00
hsa-miR-7843-3p 0.00 0.00 0.00 4.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 1.00 0.00 0.00 2.00 3.00 2.00 1.00 7.00 0.00 1.00 0.00 0.00 0.00 3.00 2.00 0.00 1.00 0.00 2.00 0.00 0.00 1.00 3.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1225-5p 3.00 2.00 1.00 0.00 3.00 9.00 1.00 8.00 2.00 0.00 3.00 1.00 1.00 2.00 8.00 0.00 1.00 7.00 0.00 9.00 2.00 1.00 0.00 3.00 0.00 0.00 2.00 0.00 3.00 2.00 0.00 3.00 1.00 0.00 2.00 1.00 0.00 0.00 1.00 1.00 2.00 8.00 1.00 1.00 1.00 0.00 2.00 2.00 0.00 0.00 1.00 2.00 0.00 5.00 1.00 0.00 0.00 2.00 1.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00
hsa-miR-4288 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-181a-5p 18223 2650 8530 55079 41489 45049 8332 24334 35184 53574 33077 23701 40565 30955 32789 63680 8399 15136 5782 13196 7426 5388 12299 37576 8670 12090 4258 9572 18779 17344 7281 27744 13402 17696 24670 31929 21719 10549 14759 20093 43203 39576 32101 11216 48178 28670 16169 14478 7294 21505 17634 10120 3774 7866 20604 51973 18380 24709 3168 2470 17899 17914 12104 11012 29796 7752 30720 38662 15424 15554
hsa-miR-4662a-3p 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
