miRNA 31A 31B 32A 32B 33A 33B 34A 34B 35A 35B 36A 36B 37A 37B 38A 38B 39A 39B 40A 40B 41A 41B 42A 42B 43A 43B 44A 44B 45A 45B 46A 46B 47A 47B 48A 48B 49A 49B 50A 50B 51A 51B 52A 52B 53A 53B 54A 54B 55A 55B 56A 56B 57A 57B 58A 58B 59A 59B 60A 60B 61A 61B 62A 62B 63A 63B 64A 64B 65A 65B 66A 66B 67A 67B 68A 68B 69A 69B 70A 70B
hsa-miR-132-5p 7.00 14.00 35.00 21.00 27.00 36.00 24.00 12.00 32.00 28.00 65.00 21.00 41.00 63.00 16.00 28.00 15.00 38.00 28.00 59.00 30.00 89.00 54.00 13.00 52.00 18.00 19.00 94.00 64.00 28.00 36.00 49.00 14.00 64.00 27.00 13.00 5.00 14.00 42.00 40.00 17.00 31.00 13.00 43.00 1.00 10.00 14.00 18.00 27.00 26.00 76.00 32.00 27.00 13.00 18.00 28.00 1.00 2.00 2.00 5.00 11.00 31.00 28.00 25.00 18.00 16.00 8.00 8.00 23.00 34.00 0.00 32.00 20.00 31.00 0.00 28.00 38.00 72.00 64.00 0.00
hsa-miR-4699-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6509-5p 0.00 3.00 0.00 1.00 3.00 2.00 0.00 1.00 2.00 3.00 1.00 1.00 0.00 3.00 2.00 4.00 0.00 1.00 1.00 1.00 5.00 7.00 4.00 0.00 1.00 2.00 0.00 7.00 6.00 0.00 4.00 0.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 4.00 2.00 1.00 0.00 2.00 0.00 1.00 0.00 6.00 4.00 2.00 6.00 2.00 2.00 0.00 4.00 5.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 1.00 5.00 0.00 7.00 2.00 6.00 0.00 9.00 0.00 26.00 0.00 40.00 0.00 0.00 19.00 0.00
hsa-miR-5787 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1909-3p 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-147b-3p 0.00 1.00 3.00 1.00 0.00 3.00 1.00 1.00 5.00 3.00 9.00 0.00 5.00 5.00 2.00 8.00 3.00 0.00 2.00 4.00 3.00 4.00 3.00 0.00 4.00 0.00 1.00 5.00 3.00 1.00 0.00 3.00 0.00 6.00 2.00 1.00 0.00 2.00 6.00 1.00 1.00 1.00 0.00 4.00 0.00 0.00 1.00 2.00 2.00 1.00 2.00 0.00 3.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 3.00 2.00 0.00 2.00 4.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 32.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-30c-5p 7532 8570 20625 17774 12274 14062 16373 8195 14742 20303 56462 15080 16395 24798 17931 13616 9755 15483 16607 31262 9448 31396 18345 3706 23310 6394 6754 27520 16750 13473 7160 14955 8629 20065 10899 3914 2914 3759 11436 10058 5290 11143 4136 6761 1846 2759 3546 8119 6276 5699 11705 5092 7488 4378 5187 6352 1859 4101 1587 2608 6473 8522 10566 5313 15297 16972 3000 2236 16277 10486 3402 22452 5422 4448 13472 6904 6512 6308 3588 1474
hsa-miR-455-5p 0.00 0.00 0.00 2.00 5.00 3.00 0.00 0.00 5.00 2.00 4.00 0.00 2.00 1.00 2.00 2.00 1.00 0.00 4.00 3.00 0.00 5.00 0.00 0.00 1.00 0.00 1.00 1.00 2.00 0.00 0.00 1.00 2.00 2.00 1.00 0.00 0.00 0.00 4.00 0.00 1.00 2.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 3.00 0.00 4.00 0.00 0.00 4.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 11.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4761-3p 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 3.00 0.00 0.00 0.00 1.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4760-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5585-3p 0.00 0.00 0.00 1.00 1.00 1.00 0.00 0.00 0.00 1.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6893-3p 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6889-3p 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 2.00 2.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 1.00 1.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 28.00 0.00 0.00 0.00 0.00
hsa-miR-1911-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-195-3p 2.00 0.00 2.00 5.00 0.00 1.00 0.00 1.00 1.00 2.00 0.00 0.00 1.00 8.00 1.00 0.00 1.00 5.00 0.00 3.00 1.00 4.00 0.00 0.00 6.00 0.00 5.00 11.00 4.00 9.00 2.00 4.00 3.00 2.00 2.00 1.00 0.00 0.00 7.00 2.00 7.00 1.00 1.00 1.00 0.00 1.00 0.00 0.00 1.00 1.00 3.00 2.00 4.00 2.00 2.00 1.00 0.00 0.00 0.00 1.00 1.00 3.00 4.00 2.00 1.00 2.00 0.00 2.00 3.00 8.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1303 19.00 27.00 14.00 8.00 2.00 10.00 10.00 20.00 40.00 32.00 15.00 33.00 29.00 17.00 40.00 82.00 42.00 5.00 32.00 3.00 12.00 5.00 6.00 1.00 2.00 3.00 1.00 4.00 9.00 7.00 4.00 4.00 4.00 1.00 23.00 12.00 4.00 0.00 6.00 2.00 0.00 1.00 1.00 4.00 3.00 10.00 12.00 69.00 4.00 1.00 6.00 2.00 7.00 24.00 4.00 6.00 4.00 1.00 1.00 5.00 5.00 9.00 8.00 2.00 16.00 47.00 9.00 16.00 18.00 0.00 0.00 93.00 18.00 32.00 22.00 28.00 0.00 0.00 38.00 46.00
hsa-miR-10392-5p 0.00 0.00 1.00 1.00 1.00 1.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 2.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 54.00
hsa-miR-5589-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4649-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548aj-5p 18 12 15 9 4 15 6 30 48 39 24 9 12 26 48 67 30 12 27 21 6 9 15 0 3 0 0 27 40 9 0 12 15 21 27 0 3 0 6 3 3 6 3 12 0 0 9 4 12 0 14 6 18 3 6 6 4 0 0 6 6 9 18 15 12 15 9 0 9 6 0 0 0 0 0 0 0 0 0 0
hsa-miR-4747-3p 3.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 3.00 2.00 7.00 0.00 2.00 1.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 1.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 3.00 0.00 2.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-7161-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1295a 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 1.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 4.00 2.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 7.00 0.00 0.00 0.00 30.00 0.00 0.00
hsa-miR-376b-5p 0.00 0.00 20.00 11.00 19.00 32.00 9.00 0.00 12.00 8.00 148.00 2.00 6.00 77.00 11.00 4.00 7.00 18.00 3.00 46.00 2.00 25.00 0.00 1.00 6.00 0.00 4.00 43.00 14.00 17.00 4.00 18.00 12.00 88.00 3.00 0.00 1.00 33.00 38.00 30.00 12.00 41.00 7.00 23.00 5.00 4.00 7.00 4.00 5.00 6.00 42.00 8.00 28.00 6.00 4.00 3.00 3.00 8.00 2.00 0.00 4.00 18.00 15.00 12.00 2.00 3.00 31.00 2.00 12.00 30.00 16.00 15.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4637 0.00 1.00 2.00 0.00 0.00 0.00 0.00 1.00 1.00 2.00 2.00 0.00 0.00 0.00 4.00 3.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6800-5p 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 1.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-506-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1182 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-653-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6871-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-299-5p 15.00 4.00 53.00 23.00 138.00 72.00 65.00 2.00 22.00 31.00 211.00 25.00 35.00 152.00 21.00 9.00 21.00 120.00 14.00 85.00 43.00 133.00 27.00 13.00 123.00 39.00 50.00 206.00 45.00 49.00 61.00 182.00 97.00 51.00 4.00 21.00 22.00 29.00 145.00 135.00 92.00 134.00 37.00 57.00 7.00 15.00 27.00 8.00 21.00 32.00 15.00 9.00 67.00 38.00 25.00 21.00 5.00 3.00 12.00 6.00 22.00 45.00 36.00 44.00 2.00 11.00 41.00 7.00 34.00 38.00 0.00 22.00 17.00 0.00 34.00 36.00 35.00 24.00 69.00 0.00
hsa-miR-6803-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548p 0.00 3.00 0.00 1.00 8.00 1.00 0.00 0.00 0.00 1.00 2.00 0.00 0.00 5.00 2.00 1.00 1.00 3.00 1.00 3.00 0.00 4.00 1.00 2.00 1.00 1.00 0.00 0.00 3.00 2.00 2.00 0.00 2.00 6.00 1.00 0.00 0.00 4.00 0.00 1.00 0.00 2.00 5.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 2.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 3.00 1.00 1.00 0.00 0.00 0.00 11.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4470 1.00 0.00 1.00 4.00 0.00 3.00 0.00 0.00 0.00 4.00 7.00 1.00 1.00 2.00 1.00 0.00 0.00 2.00 0.00 3.00 6.00 6.00 12.00 0.00 6.00 0.00 0.00 6.00 5.00 4.00 1.00 5.00 1.00 4.00 0.00 1.00 0.00 1.00 6.00 4.00 2.00 5.00 0.00 1.00 1.00 0.00 3.00 2.00 0.00 3.00 5.00 6.00 0.00 0.00 5.00 4.00 0.00 7.00 1.00 0.00 0.00 1.00 2.00 0.00 1.00 0.00 0.00 0.00 3.00 42.00 0.00 4.00 0.00 46.00 31.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6788-5p 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 1.00 2.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 2.00 1.00 0.00 0.00 1.00 2.00 0.00 1.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 2.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 3.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 23.00 0.00 0.00
hsa-miR-1203 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3137 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 2.00 1.00 0.00 0.00 0.00 1.00 1.00 0.00 2.00 3.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 6.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 3.00 0.00 0.00 8.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-615-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 1.00 0.00 1.00 0.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 2.00 1.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 26.00 0.00 0.00 0.00
hsa-miR-1185-2-3p 0.00 0.00 11.00 3.00 10.00 11.00 2.00 0.00 5.00 3.00 24.00 0.00 2.00 23.00 6.00 2.00 9.00 20.00 5.00 16.00 3.00 12.00 3.00 0.00 16.00 3.00 4.00 25.00 13.00 6.00 3.00 25.00 14.00 12.00 0.00 5.00 1.00 4.00 11.00 27.00 6.00 10.00 2.00 14.00 0.00 9.00 1.00 1.00 2.00 8.00 20.00 2.00 14.00 2.00 10.00 2.00 1.00 0.00 0.00 0.00 1.00 13.00 4.00 7.00 1.00 2.00 8.00 0.00 7.00 11.00 0.00 8.00 14.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5691 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6776-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-524-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
