miRNA 1A 1B 2A 2B 3A 3B 4A 4B 5A 5B 6A 6B 7A 7B 8A 8B 9A 9B 10A 10B 11A 11B 12A 12B 13A 13B 14A 14B 15A 15B 16A 16B 17A 17B 18A 18B 19A 19B 20A 20B 21A 21B 22A 22B 23A 23B 24A 24B 25A 25B 26A 26B 27A 27B 28A 28B 29A 29B 30A 30B
hsa-miR-1909-3p 0.00 2.00 0.00 0.00 0.00 1.00 2.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 4.00 0.00 0.00 3.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-147b-3p 0.00 4.00 0.00 0.00 0.00 5.00 0.00 3.00 5.00 2.00 10.00 5.00 0.00 3.00 0.00 5.00 1.00 6.00 0.00 1.00 0.00 5.00 12.00 1.00 10.00 5.00 1.00 2.00 2.00 0.00 1.00 1.00 3.00 5.00 0.00 3.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 2.00 1.00 1.00 2.00 0.00 0.00 0.00 1.00 2.00 2.00 0.00
hsa-miR-30c-5p 6272 30593 406 3811 3888 6867 19534 29229 22832 12335 18173 15780 2027 23191 8236 31411 10394 25067 12342 23527 21061 21085 15492 4412 27238 25981 9710 8335 11272 5322 25967 27611 1650 6338 4084 2614 1390 890 5572 2029 1480 744 2172 2498 2329 1146 9903 4372 2864 5202 5196 7455 3006 3348 3682 1050 4504 2402 5458 7074
hsa-miR-455-5p 1.00 4.00 0.00 2.00 1.00 5.00 0.00 3.00 3.00 13.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 1.00 2.00 2.00 1.00 0.00 2.00 0.00 0.00 3.00 3.00 1.00 0.00 0.00 3.00 2.00 2.00 4.00 5.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00
hsa-miR-4761-3p 0.00 2.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00
hsa-miR-4760-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5585-3p 1.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 3.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6893-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6889-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 1.00 1.00 0.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00
hsa-miR-1911-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-195-3p 3.00 3.00 0.00 0.00 0.00 0.00 7.00 5.00 4.00 4.00 3.00 2.00 0.00 1.00 5.00 7.00 4.00 5.00 3.00 8.00 2.00 5.00 1.00 0.00 3.00 1.00 0.00 1.00 5.00 3.00 4.00 9.00 0.00 3.00 0.00 0.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 3.00 5.00 2.00 1.00 0.00 2.00 2.00 0.00 0.00 2.00 0.00 0.00 3.00 4.00
hsa-miR-1303 2.00 18.00 0.00 41.00 5.00 4.00 6.00 14.00 20.00 32.00 7.00 42.00 0.00 16.00 1.00 31.00 5.00 31.00 4.00 12.00 20.00 15.00 46.00 18.00 36.00 42.00 18.00 27.00 7.00 5.00 28.00 17.00 2.00 1.00 10.00 2.00 1.00 0.00 9.00 6.00 2.00 1.00 4.00 2.00 13.00 4.00 7.00 6.00 10.00 15.00 11.00 5.00 8.00 25.00 3.00 0.00 4.00 3.00 5.00 5.00
hsa-miR-10392-5p 0.00 1.00 0.00 0.00 0.00 0.00 3.00 3.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 2.00 1.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00
hsa-miR-5589-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4649-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00
hsa-miR-548aj-5p 3 36 0 6 7 18 3 21 6 0 33 6 0 15 9 9 3 0 0 9 3 0 45 0 15 42 12 0 15 0 17 6 3 3 12 12 6 3 6 0 0 0 3 0 3 0 3 6 9 9 3 6 0 3 0 0 24 12 0 4
hsa-miR-4747-3p 0.00 3.00 0.00 0.00 1.00 0.00 0.00 1.00 2.00 2.00 0.00 0.00 1.00 3.00 0.00 6.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 2.00 1.00 0.00 1.00 1.00 0.00 2.00 0.00 1.00 3.00 0.00 3.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-7161-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1295a 0.00 0.00 0.00 1.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 2.00 0.00 0.00 1.00 1.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 3.00 2.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 1.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00
hsa-miR-376b-5p 0.00 54.00 1.00 7.00 0.00 30.00 21.00 40.00 30.00 15.00 65.00 15.00 0.00 3.00 7.00 9.00 13.00 23.00 0.00 5.00 14.00 16.00 14.00 1.00 36.00 17.00 13.00 7.00 3.00 10.00 26.00 27.00 1.00 7.00 4.00 5.00 4.00 0.00 4.00 0.00 0.00 2.00 7.00 3.00 4.00 0.00 16.00 4.00 4.00 0.00 12.00 27.00 0.00 2.00 5.00 2.00 6.00 6.00 3.00 5.00
hsa-miR-4637 0.00 2.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 1.00 0.00 2.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 5.00 4.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00
hsa-miR-6800-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-506-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1182 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-653-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6871-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-299-5p 38.00 75.00 2.00 23.00 2.00 15.00 109.00 137.00 75.00 39.00 41.00 34.00 3.00 21.00 66.00 51.00 113.00 165.00 16.00 28.00 74.00 65.00 19.00 41.00 26.00 17.00 19.00 9.00 28.00 23.00 167.00 212.00 11.00 13.00 10.00 22.00 4.00 7.00 60.00 25.00 8.00 6.00 14.00 17.00 26.00 2.00 42.00 22.00 1.00 4.00 48.00 47.00 13.00 19.00 27.00 11.00 52.00 38.00 25.00 35.00
hsa-miR-6803-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548p 0.00 4.00 2.00 2.00 0.00 2.00 0.00 0.00 1.00 0.00 3.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 1.00 7.00 1.00 0.00 3.00 1.00 0.00 2.00 0.00 0.00 1.00 1.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 4.00 2.00 3.00 0.00 0.00 6.00 0.00 0.00 1.00 0.00
hsa-miR-4470 9.00 4.00 0.00 0.00 1.00 3.00 6.00 16.00 4.00 2.00 5.00 2.00 0.00 6.00 1.00 4.00 5.00 2.00 2.00 5.00 5.00 1.00 3.00 0.00 6.00 3.00 5.00 1.00 8.00 0.00 3.00 9.00 0.00 6.00 4.00 2.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 3.00 0.00 3.00 2.00 0.00 1.00 3.00 4.00 1.00 2.00 0.00 1.00 1.00 0.00 3.00 2.00
hsa-miR-6788-5p 2.00 0.00 0.00 0.00 0.00 0.00 1.00 2.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 2.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1203 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3137 0.00 0.00 0.00 0.00 0.00 0.00 3.00 3.00 0.00 1.00 2.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 3.00 2.00 0.00 5.00 0.00 1.00 1.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-615-3p 0.00 0.00 0.00 1.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-1185-2-3p 6.00 24.00 3.00 1.00 0.00 12.00 15.00 22.00 27.00 6.00 18.00 4.00 0.00 3.00 6.00 3.00 8.00 12.00 6.00 2.00 9.00 12.00 1.00 13.00 11.00 6.00 4.00 4.00 4.00 10.00 2.00 16.00 1.00 4.00 4.00 1.00 0.00 2.00 6.00 1.00 4.00 1.00 4.00 0.00 1.00 0.00 5.00 0.00 0.00 0.00 6.00 7.00 1.00 0.00 6.00 0.00 2.00 1.00 3.00 9.00
hsa-miR-5691 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-6776-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-524-5p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-548ad-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-3685 0.00 0.00 0.00 0.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 3.00 0.00 0.00 0.00 0.00 2.00
hsa-miR-7977 5.00 12.00 0.00 4.00 6.00 16.00 29.00 37.00 19.00 15.00 18.00 1.00 1.00 18.00 15.00 19.00 20.00 22.00 18.00 12.00 13.00 9.00 5.00 9.00 6.00 4.00 6.00 7.00 26.00 6.00 11.00 13.00 1.00 8.00 7.00 2.00 0.00 0.00 5.00 10.00 0.00 0.00 4.00 5.00 1.00 2.00 18.00 10.00 4.00 1.00 15.00 13.00 7.00 5.00 14.00 1.00 15.00 2.00 12.00 12.00
hsa-miR-4787-5p 0.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 4.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-519d-3p 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 1.00 1.00 1.00 3.00 0.00 0.00 0.00 0.00 0.00 2.00 1.00 2.00 1.00 0.00 0.00 0.00 0.00 0.00 2.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-449c-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5581-3p 1.00 14.00 0.00 0.00 0.00 12.00 13.00 2.00 17.00 18.00 11.00 7.00 5.00 15.00 3.00 21.00 11.00 11.00 11.00 7.00 19.00 13.00 8.00 2.00 16.00 10.00 8.00 4.00 9.00 6.00 6.00 12.00 0.00 7.00 5.00 3.00 0.00 0.00 5.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 5.00 0.00 3.00 4.00 3.00 0.00 2.00 1.00 5.00 0.00 3.00 2.00 4.00 2.00
hsa-miR-10b-3p 10.00 2.00 0.00 1.00 3.00 5.00 7.00 2.00 22.00 11.00 13.00 5.00 10.00 4.00 9.00 2.00 7.00 3.00 6.00 5.00 1.00 5.00 5.00 34.00 3.00 9.00 2.00 4.00 0.00 10.00 2.00 11.00 5.00 7.00 4.00 2.00 2.00 5.00 5.00 1.00 2.00 0.00 8.00 2.00 10.00 4.00 3.00 4.00 0.00 10.00 15.00 8.00 0.00 6.00 6.00 0.00 3.00 10.00 7.00 12.00
hsa-miR-454-5p 138.00 937.00 27.00 130.00 43.00 351.00 460.00 848.00 940.00 499.00 660.00 399.00 59.00 434.00 195.00 871.00 355.00 528.00 280.00 518.00 675.00 667.00 471.00 99.00 585.00 676.00 330.00 210.00 359.00 186.00 651.00 747.00 55.00 288.00 233.00 119.00 54.00 34.00 320.00 108.00 88.00 37.00 86.00 64.00 90.00 46.00 528.00 261.00 97.00 327.00 193.00 349.00 67.00 88.00 110.00 60.00 285.00 93.00 209.00 314.00
hsa-miR-10400-5p 120.00 13.00 0.00 6.00 32.00 3.00 19.00 25.00 7.00 6.00 26.00 43.00 3.00 51.00 15.00 64.00 28.00 70.00 10.00 1.00 2.00 6.00 19.00 1.00 18.00 25.00 9.00 14.00 28.00 1.00 32.00 21.00 3.00 46.00 0.00 7.00 2.00 0.00 0.00 6.00 0.00 0.00 7.00 1.00 10.00 0.00 0.00 4.00 1.00 1.00 24.00 5.00 6.00 11.00 28.00 0.00 9.00 5.00 12.00 6.00
hsa-miR-548ay-3p 6.00 30.00 0.00 1.00 0.00 5.00 3.00 12.00 17.00 10.00 7.00 5.00 1.00 18.00 1.00 15.00 11.00 8.00 16.00 6.00 14.00 12.00 18.00 2.00 13.00 33.00 11.00 5.00 5.00 2.00 12.00 8.00 0.00 8.00 4.00 1.00 1.00 0.00 1.00 3.00 0.00 0.00 3.00 3.00 4.00 3.00 9.00 3.00 2.00 7.00 10.00 3.00 2.00 5.00 4.00 0.00 3.00 0.00 2.00 1.00
hsa-miR-5579-3p 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-4451 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-5100 6.00 2.00 0.00 0.00 0.00 0.00 2.00 1.00 0.00 0.00 1.00 0.00 0.00 3.00 0.00 5.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00
hsa-miR-92a-3p 177304 514432 5688 163384 273924 101773 309770 307804 296983 407772 160338 321720 139378 586447 217478 713687 200929 410100 167890 233208 241126 195126 280930 316100 323412 394897 214737 264608 299319 114760 623963 546257 88586 113685 89925 126002 92239 35552 103400 93228 30780 24044 128130 119693 125668 146417 149762 136950 154295 144753 199587 206237 119377 159410 177847 48181 201211 151859 206692 196652
hsa-miR-337-3p 54.00 303.00 25.00 48.00 6.00 336.00 231.00 332.00 480.00 120.00 346.00 101.00 10.00 43.00 93.00 111.00 206.00 335.00 30.00 43.00 198.00 318.00 57.00 36.00 133.00 63.00 122.00 41.00 63.00 32.00 173.00 248.00 3.00 55.00 60.00 11.00 9.00 5.00 82.00 25.00 28.00 11.00 31.00 18.00 44.00 3.00 124.00 61.00 4.00 11.00 69.00 124.00 28.00 25.00 40.00 8.00 95.00 25.00 71.00 50.00
hsa-miR-6852-5p 303.00 457.00 14.00 94.00 26.00 265.00 824.00 804.00 825.00 314.00 593.00 238.00 77.00 226.00 488.00 364.00 385.00 435.00 460.00 879.00 735.00 534.00 66.00 213.00 222.00 123.00 193.00 160.00 663.00 276.00 621.00 753.00 126.00 303.00 337.00 168.00 108.00 16.00 388.00 213.00 70.00 16.00 105.00 105.00 98.00 37.00 377.00 258.00 160.00 261.00 306.00 376.00 87.00 86.00 129.00 41.00 277.00 114.00 173.00 196.00
